Context,Response
"For some reason, I look at my phone, and in no time, five hours has passed. During those five hours, Im playing games and trying to find out how to make my phone fun to use so I dont feel like I wasted my time trying to improve my phones performance in my life.","Start by spending small amounts of time with your own thoughts and feelings.Always being focused on what a phone offers keeps people at a distance from knowing themselves.As long as you make time to spend in an activity which is not interactive the way a phone is, and instead depends only upon your actions, you will be investing time and energy into your own life.Whether by consciously considering your own interests, or doing housecleaning or chores, by devoting yourself to areas which you decide to be involved in, you will increase your knowledge of your own interests.Then, to not be so involved with your phone will be natural and easy."
"This is my recovery, and I dont feel that it is okay for them to ask this. They told me it is policy due to the fact that I may run into a peer there. I am a peer counselor in the small community that I grew up in. I am in recovery myself. I was asked to come work for this organization after I was two years sober I was in treatment in this organization. I work with mental health peers and run life skill groups. I dont work with substance peers.","You definitely want to make sure not to inadvertently create an inappropriate dual relationship with a client.In fact, it is not uncommon for state regulatory boards to determine that a clinician and client being in the same 12 step group is professional misconduct.You might want to consider attending a 12 step meeting that is located in a different community than the one you work in. Another option would be to look for oneonone or small group recovery support."
"I have a relative who is in his twenties. He was in a drug rehabilitation program and got kicked out for using drugs again. No one informed family that he was using drugs again. He subsequently overdosed and was found dead. Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed? Is there a legal case for failing to report?","Im so sorry to hear of your loss. This sounds like a really difficult situation for the whole family. Since the answer to this question will depend a lot on the applicable state laws, I would suggest talking with a local attorney. That being said, I see two competing issues here. On the one side is the duty of confidentiality the counselors owedto your relative. On the other side is the duty the counselors had to act reasonably to protect your relative from harm. Generally there is not a requiremt for substance abuse treatment centers to notify family members if an adult client relapses.A local attorney will be able to provide more specific guidance on the legal obligtions and liabilities in this situation."
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parents custody visitation?,"This sounds like a potentially serious situation. The most important thing is to make sure the child is safe. If you suspect that a child is or has been harmed, I would strongly recommend that you report your concerns to your local law enforcement or to Child Protective Services. If you dont think that a child is in danger, you can still report your suspicion of counselor misconduct to the state regulatory board."
They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.,"The general rule against medical abandonmentsays thst whenever healthcare providers discontinue treatment with you when you still need it, they are legally required to make sure that you have access to another provider of equal or higher ability.In this case, if your treatment team decided to discontinue your treatment based on a diagnosis of schizophrenia, they still will likely be required to provide you with a referral to someone who can provide you with treatment. If you havent already done so, Id recommend that you explicitly ask for a referral."
"I had a dispute with my therapist regarding an appointment cancellation. Now, she is blocking me from seeing other psychologists at the same clinic which takes my insurance, which is also where I get my psychiatric services. There is a strict 48 hour cancellation policy, and my appointments are at 300 on Tuesday. I called to cancel at 430 the previous Friday. I was late, so we contacted my doctor to tell her that I would be out of town. She said I could do a phone in session. The thing is we do double sessions.","My recommendation would be to try to talk to your therapist about this from your description, it sounds like you have a legitimate explanation for missing your scheduled session.Maybe if you could explain that to her she would be willing to work with you.If she is not willing to consider your explanation and if she is not willing to continue working with you, she still has an ethical obligation to provide you with referral resources to another therapist."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social workers voicemail message says that he returns calls in 24 hours, but he hasnt called me back. I called him on the weekend and made it clear that I want him to call me back. Can he just ignore me?","Mental health providers should promptly return calls from current clients as well as from potential clients. This is even true if the social worker or counselor is unable to make an appointment with the caller. In that case the social worker should call you back to let you know that he is unable to schedule an appointment with you.In addition, mental health providers have an obligation to follow through with their own communication standards. For example, if the social worker in this case has an outgoing voicemail message that promises returned calls within 24 hours, he has an obligation to follow through on that promise.All that being said, it is also worth remembering that mental health professionals are just people too. It is possible that he had an unforeseen emergency that kept him from from returning your call promptly.In the end, I agree with Sherrys advice. If you feel this social worker is not a good fit for you, you probably should trust your gut and find someone else who is a better fit."
"I think I have depression, anxiety, bipolar disorder, and I have anger issues. I told my mom over and over again. She told me she would get me a therapist, but she never did. I just found out that my mom cant afford a therapist for me.","It can be difficult to get counseling if you dont feel supported by family members. There might be a few options. If you are in school, Id recommend talking to a school counselor or school nurse. They often will be able to help you access freeor affordablecounseling resources in your community. In addition, depending on where you live, its also often possible to call 211 for referrals to free or low cost counseling services in your area.Id encourage you not to give up. You are on the right track."
"I have major depression, severe, PTSD, anxiety disorder, and personality disorder. I had an appointment with my doctor. I was very upset, and I shared with him about that particular drug.","Your doctor might be required to tell your psychiatrist especially if your doctor is concerned about your safety.It was definitely a good thing that you told your primary care physician about what is going on. I know that must have been difficult to talk about with him. By having that conversation, you are helpingyour primary care physician and your psychiatrist work together to best support your health."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"There are typically three reasons why therapy is terminated1 Client has met therapy goals2 Client is not progressing3 Therapist is not a good fit for clientIn order to properly assess whether therapy is helping and what progress is being made, the therapist needs to have ways of consistently checking in with clients sessionsbysession to determine what is helping, what isnt, and where the client is at in relation to their original therapy goals. When a client has met their goals, that is a good time to end counselling sessions unless the client has new goals or simply wants to checkin periodically to make sure that they are still on track sometimes referred to as relapse prevention.When a client is not progressing, and feedback has been taken and attempts have been made to make the therapy more helpful for the client but to no avail, than it is considered unethical to continue to work with the client. In these circumstances, referring out to another therapist who may be a better fit is a good idea."
"My therapist is gay so there are no sexual issues here. However, my therapist for six years has made me believe that he cares about me and that we are friends. I have loaned money to him many times, and he always paid me back. I had a medical emergency last weekend and I was heavily medicated. I knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me, but this therapist dropped me off and never came again. I dont know what to do.","Im sorry to hear that this hashappened.Counselors are legallyand ethically required to make sure that they always put the wellbeing of their clients above their own interests.In addition, counselor ethical rules, and the laws in just about every state, make it illegal for counselors to take advantage ofa client financially.A counselor borrowing money from a client even if the counselorpays it back wouldusually be considered to be taking advantage of the client.There are a few options you have at this point ifyou cant or dont want to continue to try to contact him directly. You can file a complaint with your states regulatory board and let themknow what has happened.An investigator will then look into the situation for you. Another option would be for you to find a different counsleor who can provide you with an independent and netural point of view to help you figure out how you want to handle this situation."
I just wanted to get to know one so I can hear about their college experience and the courses they took. I also wanted to know if they enjoy their job and how long they were in school.,"Its a great idea for you to reach out to find a psychologist to talk to if this is a field you might be interested in pursuing.Regarding the length of schooling, it generally takes 4 years of college and an additional 4 to 7 years of graduate school to earn a doctorate degree to become a psychologist.There are also other similar professions, including counseling that dont require a doctorate degree. Licensed counselors generally completed 4 years of college and an additional 2 years of graduate school.If you are thinking about a career in psychology, the local APA chapter would be a good place to start to find a local psychologist to talk to. Heres a link to the NJ APA chapter"
"I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He helped me a great deal. Now I am going back to my country for a vacation. I was thinking to get him something special with my countrys name on it, and I remembered that he likes wine. My country is known for that. Is it appropriate to give him wine as a gift after Christmas?","This is a great question.In general it is not appropriate for counselors to accept gifts from their clients.There are some exceptions to this general rule including a recognition that there may be a valid cultural aspect to this type of gift giving.It might be best to simply offer your counselor a holiday card as an expression of your feelings. You could also talk to your counselor about the gift and ask if him it if would be appropriate.In the end, I know he would most appreciate just knowing how much the counseling meant to you."
"I have an eating disorder of binging. Ive had gastric sleeve surgery. I need help with issues of abuse as a child, addiction, and abusive men. I have been in therapy for five months and get no feedback from my therapist.","It can be really frustrating to feel like your counselor is not providing you with the help you need.My recommendation in a situation like this would be to let your counselor know how you feel. Specifically tell Your counselor that you dont seem to be getting the amount of feedback you would like.If this doesnt help, then you might want to look for another counselor who will be a better fit for you."
Im worried I should see a therapist due to past events and current mental status. Im just so unsure of how to ask my doctor about seeing someone.,"Having this kind of conversation with a doctor can feel difficult. But remember, you are the expert on you. Any good medical professional will recognize that.You are absolutely right to think about the importance of being your own health care advocate. Generally, the best approach is simply to be honest. Let your doctor know what you are concerned about and tell your doctor what you think might help. If there is a specific issue that youd like to address in counseling, let you doctor know about it. And dont hesitate to directly ask for a referral.I know this may all feel a little overwhelming. It might help to bring a family member or significantother with you to provide support when you talk to your doctor. Its great that youve already taken this first step to reach out. Youre on the right track."
I need help dealing with stress. How can I handle it all and feel less stressed out?,"In case you feel some relief to know youre feeling the tone of our times.We live with crumbling of our values which then gives rise to insecurity everywhere. If someone doesnt know what their values are then its difficult to do anything, and right now everyday we hear uncertainty in what used to be our basic assumptions.Youre more normal for noticing and feeling stressed than if you imagine life felt fine the way it is!One road to take is to accept that there are no clear roads forward. This means to change long term goals into shorter ones.Also, in general the more focused you can be as to your particular wishes, motivations, interests, and people about whom you care, the greater will be your sense of confidence that your personal world is as secure as it can be for right now.And, it helps too to know that nothing lasts forever, eventually all of what is up in the air will start to land in a much more clear way."
I need help knowing how to deal with stress. What can I do?,"Something different works for each of us.There are the outward answers of selfpampering and making your home and work environment as pleasant as possible.A deeper level way to decrease stress is through exercise or alternative practices like yoga or tai chi.If the stress is more deeply rooted than temporarily feeling irritated for a few days, then give yourself some time to reflect and clarify what the meaning of the stress is to you.Selfunderstanding and appreciating your efforts to know yourself may decrease stress because youll be more focused and attentive to who you are. This will influence you overall to make good decisions for yourself and these will naturally be ones which decrease stress as much as possible."
"Im in my late 20s. I have two jobs right now, Im in school, and I feel like I just have a lot under my belt right now. I get stressed out really easily. I tend to worry and overthink. Im just worried about money and everything.","A good start is to pay attention to some basic issues sleep, nutrition, exercise and socially supportive relationships. A great car on an empty tank will not get you very far."
"Is it a type of fetish, or is it normal?",Maybe it is a way to secretly satisfy your own wish to be or to live life gay.
"I am a young adult, and I was sexually assaulted by an older man when I was a teenager which has really intensified the guiltshame. However, Ive been attracted to much older men since I was even younger than that.","Sometimes the reason for being attracted to older men is because of growing up with a father who was distant.If you grew up having enough interaction with your dad to know youd have liked more and didnt receive this, then maybe your longings of childhood are still active within you.It is ok to like older men.Just be sure youre not idealizing them, or anyone else.Because regardless of age, a relationship is based on who the two people really are, not how wed like imagining them."
"I have been experiencing a lot of sexual tension with a lot of the guys that I talk to nowadays. I keep imagining having sex with them. I have never had sex before, nor have I had a boyfriend. I feel lonely and empty. I feel like my body is not okay, and I am missing something. I talk to so many boys in school, and I always fantasize about half of them. I want this feeling to stop because it is interfering with my time to study since most of the time, I am busy thinking about sex.","Hi Montreal, Im glad you wrote. What youre experiencing is normal. Were sexual beings. We have a builtin desire to connect sexually with others, because it feels good, to keep procreation going, and mostly to connect with other people, because connecting with others makes us feel fulfilled and valuable. Sexual desire is a healthy part of you. Maybe your body is telling you it wants to dive into that water and taste it instead of just staring at it? It sounds like youre beginning to explore yourself sexually, and thats okay.At your young age, you also have another innate burning desire, and that is to know yourself. I see both of these desires burning and competing in you. Its a bit of a crazy time...you want to connect with others but youre not sure who you are or what you want from them. You want to know yourself but you cant learn about yourself in a vacuum.Its okay to trust your instincts. Its okay to connect sexually with others, as long as youre preventing disease and pregnancy and you know how to protect your boundaries. But even as I write this, I think maybe Im being controlling and overprotective of you its your body and youre in charge of what happens to it! But I do want you to be safe...whatever that means to you. Maybe talk to someone you trust.With each encounter you have with other people sexual or not, you will learn more about yourself and what you want, both sexually and just in relationship or friendship. You will develop a sense of who you are.Have you tried to get to know yourself sexually? This is a super place to start, and knowing how your own body works can give you confidence when you eventually connect with others. When you explore your own body, what feels good? What brings you to orgasm?I wish you well as you explore both who you are and how it feels to connect with others safely."
"Back in high school, my friend and I used to masturbate around each other. I hate even talking about it now because its so weird. We didnt even realize how messed up it was at the time. One time, it escalated and we ended up doing it for each other. It wasnt supposed to be a gay thing, but it sure sounds like it now that I talk about it. I pushed this away until it recently came up in my head again. Im having a lot of trouble.","Writing about your high school masturbation times with your friend, is itself a form of acknowledging the full picture of who you are. You are doing well to reflect on your actions in the truthful way you are doing.Also positive is that you have perspective, that at your age and social maturity, you were innocently doing something that in adult terms, would be considered in a negative way.Maybe through your more mature minds eye of today, you can feel some compassion and understanding for your high school self. This way your sense of selfjudgment may start to dissolve a little bit more."
"These jokes are made about everything. They seem to have the need to say something funny about everything. Its not funny, just awkward.","I agree, it is awkward when people make jokes about subjects which may not be funny at all. And, if a person only jokes, then after laughing and realizing the person has nothing of themselves to offer, this can also be quite tedious.Realize that you are more aware of human interaction having many levels of expression. You could start avoiding people who irritate you by the way they behave."
"My best friend and I were pranking her friend, and I told her to tell him that she likes him. She said no, but I forced her. After she told him, he told her that he likes her too. Their friendship is ruined because of me. She wont forgive me, and I feel really guilty. I feel like crying.","In order for your friend to forgive you shed need to trust you understand the damage you introduced into her relationship with her friend.Its possible if you offer your friend expressions of your empathy toward her over an extended time, possibly shell forgive you.Youre certainly learning relationship lessons on how to treat people and the effect of betraying another person, which will last forever.Maybe this was meant to be the outcome."
"I was mentored by this guy for a few years spiritually. It was okay at times, but other times, it was just weird. I try not to think about it too much, but a lot of manipulation and lying happened, yet no one else really believed me when I told them. Its like hes two different people, and no one else really sees that side of him. I was blamed for a lot of our troubles, and now we dont really talk much. Im worried because hes in a trusted position of leadership and no one suspects anything. They just think Im attacking his character. How do I know for sure?","You may intuitively be sensing what many professionals in the social sciences and psychology have already understood.Just Google psychopaths and leadership and many articles come up about boardroom politics and that psychopaths are very successful in these roles.Theoretically, is it terrible that corporate leadership qualities match those of psychopaths? Well, yes. And, I consider your question as a mark of your sensitive awareness toward other people. Being able to recognize social dynamics, is a strength that you have.Psychopaths know how to be charming and to twist words so that others believe that their own interest is the same as the psychopaths.I agree with you about not being able to change peoples minds who are attached to this persons interactions.The only way you can introduce a change in the relationship system of a psychopath is that if you are aware of illegal or law breaking activity, and you have evidence of this, that you contact relevant authorities.No one is allowed to break laws, including psychopaths."
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they wont answer me. Could it be that there is something they dont like about me? I dont understand why they wont answer my messages. How do I get people to respond to me?","I understand the feeling of not being liked due to not having any responses on the sites you list.More than likely the nonresponse has less to do with liking you than w liking the way you write your messages.Have you tried asking a question in your posts? This would be one way to invite people to answer your post.When you write, imagine yourself as the reader of the post.If you think about the wording of a question which would motivate you to respond, then this formula will very likely be the same for many others who read your post.Good luck!"
"She mostly targets me on social media. The bullying used to be much worse, but it is still going on. The comments are so vague, but I know that they are meant for me. Even when I confront her, she messages me short phrases to try to get in my head. If I try to fight back, she will ruin me.","Sorry to hear of your problem situation. Feeling intimidated by another person is very unsettling.Stop having contact with the person.Bullies only interact with others either by intimidating someone or by themselves feeling intimidated by someone.Bullies do not have the same dynamics as everyone else.No one can convince or persuade or talk a bully out of their behavior.The best protection for yourself, assuming you are not being physically threatened by the person, is to close contact with them.This does not take away any of the disappointment or sadness of wishing for a better relationship with the person.Until the bully wants to interact differently with others, only harm can result from contact with them.Step one is to stop the bleeding, then to assess and learn to live with not having the person in your life."
Its really hard to not have negative feelings about friends who dont put any effort into nourishing our relationship.,"One thing I would ask is why are you still hanging with those friends? A relationship needs to be nurtured by both parties, it is a dynamic fluctuation between two people. I would ask you to question why you continue to remain together as friends, I always believed that a relationship should emit positivity towards all parties involved, if your in a relationship that is onesided, it is inevitable that it will start to decompensate. Never travel with the circus, never travel with fools, everything in life should have some positive payout, will things at times be negative, of course they will, but in order to keep something or someone in your life there should be more positivity than negativity.Hope this helps, C"
Im having problems shutting them out and putting up walls.,"It sounds like you would like to let other people get close to you and at the same time you are finding yourself compelled to keep people at a distance. Often times, when we have difficulty trusting others, it is because we have specific fears about what would happen if we get close or let our guard down. Such fears may be rooted in past experiences in relationships in which we were hurt and or disappointed. In working with a therapist, you can gain insight into what is underneath your compulsion to put walls around yourself and develop ways to form authentic, lasting, satisfying relationships with others."
"Im having a quinceaera, and the girls dont like their dresses. They never told me, and now its a week away. I dont know what to do.","How did you find out that the girls arent happy with their dresses?Did you hear this directly from one of them or is this third hand information that someone else told you about one of the girls in your party?The answer matters because gossiping instead of directly telling you about a problem, is a problem in itself.I suggest a conversation with the entire group of girls in which you tell them how you actually are feeling about their opinions about the dresses.One topic you may consider bringing up is what everyone expects to get out of the party. Are they coming because they like one another and wearing a dress in which the girl is happy, is only one way of having fun together?You may learn a great deal as to the difference in values about a quinceaa among you and your friends.I hope youll have a fun party!"
I would like to be able to have more positive relationships in the present.,"Staying present is an attitude most of us aspireto, and most of us have to work at itcertainly at first. Im here to tell youthat living in the now or being mindful is a skill anyone can learn. Unfortunately,the only way to do it is to do it. What a paradox! But there are plenty ofother skills that we are not born with walking on stilts, riding a bike,swimming, and driving a car are good examples. You cant learn them by reading aboutthem.Having said that, I can recommend two books onthe subject Eckhart Tolles The Power ofNow and David Richos When the Pastis Present. Richo asks that we dont beat ourselves up about dwelling onpast events. This is natures way of reminding us that we have unfinishedbusiness. But while we are attended to the wounds and confusion that litter our earlier lives, we can prepare to inhabit the expanded present that awaits us.He offers three helpful steps to making any important lifechangeStep One Hold in awareness the behavior,belief, attitude, or characteristic you want to change in yourself and how youwant to be different. Awareness is the opposite of distraction and stuffing.Step Two Live as if you havealready made the change. This is hard and takes courage, but you can do it.Ride that bikeeven if for a foot or two.Step Three Be persistent.Practice, practice, practice.Just as twoyearolds are able to walkconfidently after hundreds of hours of practice, youll be able to stay in thehere and now as long as you want after trying and failing many, many times."
"In this argument my friends are all against me so Im wondering if Im exaggerating my feelings. I feel like Im being attacked and that is making me blow things out of proportion and taking the role of the victim, when in reality Im the one being unreasonable and I am simply annoying my reasonable friends. Or are they really being insensitive and not respecting me in our friendship?","Conflict is a tricky beast and shows up in everyone of our relationships.What Im reading is that you find yourself in a loop of seeking validation of your thoughts and feelings from your friends rather than validating yourself. Am I right? If you arent validating yourself, no one else will be able to either. Try finding a small nugget of truth in the feedback your friends give you, this will help to lower your defenses and help your friends hear what you are really sharing. And then if you are still feeling vulnerable, share that too..."
Theyre calling me names like hypocrite and a baby even when they act in the same manner as I do. Im tired of being called names. What should I do?,"It sounds like your confused as to why your friends would be calling you a hypocrite when they act in the same manner, correct? Communication is key to any relationship. I would recommend speaking with your friends facetoface to address why they feel your behavior is concerning.Inperson contact is the best method of sorting out differences considering texts, emails or any written response can be misconstrued. Be upfront with them and let them know that being accused of hypocrisy is hurtful and you feel it is unfounded. If after speaking with them you feel that they have valid reasons for the way they are feeling, maybe you can consider modifying your behavior accordingly. Especially if this friendship is valuable to you. However, make sure they are aware that there is a respectful way to address these issues and name calling is not one of them.On the other hand, if you feel that their reasons are indeed unfounded, it may be best to distance yourself from the relationship. Not all friendships are healthy ones. And it is important that you surround yourself with people who are an asset to your self esteem as opposed to those that hinder it.I hope you are able to get this matter sorted. Best of luck!"
"Ive been bullied for years and the teachers have done nothing about it. I havent been diagnosed with depression, but i have been extremely sad for years. How can I deal with being bullied at school when the teachers wont help?","Thats a very difficult situation that you are in. But you are not alone. I have several schoolaged clients who find little to no assistance from their teachers at their schools regarding bullying.There are a few options that are available to you to help deal with being bullied at school. One option that I would suggest is for you to talk to your support network. Friends and family can sometimes be good sources of support. Another option would be to speak with us about your counselor, if you have one. And third, there are some excellent online sources of support regarding the bullying at school www.stopbullying.org."
I nanny a three year old. When he wakes up in the morning he calls out for someone to come get him. If I am the one to go get him out of bed he gets really upset and refuses to let me near him. He screams that he wants his mom or dad they work from home. The rest of the day he loves me. But not in the mornings. What can I do?,"It doesnt sound like he hates you, just misses mom and dad in the mornings. You could validate his feelings by saying something like I know you want to see mom and dad right now, but they are working and then give him a couple options of things that may take his mind off of it. This could be choosing what he has for breakfast or playing a game of his choice. If possible, it may also be helpful if you could create a routine in which he stops by mom and dad to say good morning. If this is routine, he will come to understand that he will be able to see mom and dad for a minute and not become anxious about seeing them."
I need to get on base to see my doctor. My ID card was in my wallet which was stolen. Im unable to reach my husband at this time. He is only one who can take me on base in order to get a new ID so I can continue to see doctor. Is there anything I can do?,You should be able to get a replacement ID card either from the Personnel Office on your local base the actual name of this office will vary depending on which branch of the military it is. You may also be required to go to the Military Police or Security office on base to report the loss of your old ID card.
"How do therapists classify the type of personality their clients have? What characteristics do they look at to decide what type of personality the client has? Ive read about this online, but Id like to understand this from a therapists point of view.","This is a great question, and I am happy to have the opportunity to explain my approach. When I am determining what type of personality a client has, I take my time and really absorb their lens point of view to themselves and others. Determining a personality type takes some time getting to know the person, and building rapport. After taking time to get to know them, and learning about their view they have of themselves and others, it is important to pickup on more specific personality traits, which comprehensively contribute to a personality type. Clinicians, including myself, often witness certain traits that are enduring and consistent, which indicate a type of personality. For example, if a therapist is noticing that a client is exhibiting traits of organization, needing to be on time, planning, and perfectionism, these traits contribute to the type A personality.In addition to utilizing clinical judgment, clinicians often use personality assessments and follow the guidelines of the DSM5 ICD10."
"I keep having these random thoughts that I dont want. Things like you arent worth anything. I know theyre my own thoughts but it feels like someone else is saying it. What is wrong with me, and how can I stop having these thoughts?","I think we all go through a period of time where we think we arent worth anything. Sometimes these feelings are a result of low self esteem or because of shame. The most important part of dealing with this thought is to separate feelings from reality. I dont feel worth anything, but I know what I do is important, I know who I am matters to others. I know I am loved and cared about.When you find yourself having these thoughts, stop, take a few deep breaths and try to reframe what youre thinking."
"I empathize so much, even with characters on tv or in video games, that I actually feel physical pain. This has made life difficult to say the least. I believe I have an actually case of something called hyper empathy disorder. But since its such a new disorder I cant find any information about it. Could this be what is going on with me?","Sometimes its helps to have a name for a problem it can make you feel less alone as in, oh theres a name for this and other people have this experience too. On the other hand naming the problem can also make it stick around longer as in now I have a special problem that has a special name, and thats an important part of who I am.Bottom line, whether its a disorder or not, you would like life to be easier and not have to be pulled so much by other peoples energy and feelings. You might want to try imagining that you have a volume dial on your empathy just like the volume dial or button on the tv that you can gently turn down to the point where you still feel whats going on but its not so loud. You can also try imagining pulling your own energy back as if you were drawing your energy back home to the center of your own body and being, letting go of the other people or characters that pulled your energy out so far. This is a way create better boundaries and protect your own vulnerability. Just like on an airplane where they tell you to put on your own oxygen mask first before helping anyone else, your empathy will most likely not really help others if you allow yourself to be depleted."
How do you know you have the right therapist for you? How would I know how to train my therapist to be able to give me what I need from treatment?,"Finding the right therapist for you is very important and can sometimes be tricky. It can sometimes take a number of sessions to get a good sense of whether you and your therapist are the right fit. The first couple of sessions are generally spent on gathering information, formulating a plan of treatment, and building the clienttherapist relationship. The clienttherapist relationship will be very different from other relationships you have experienced. You will know you have found the right therapist when you notice there is agood rapport between the two of you. You will get a sense that the therapist gets you and understands the issues being presented. If you feel that you can trust your therapist and feel comfortable opening up and providing feedback during your sessions then you know it is a good fit.In terms of how to train your therapist how to give you what you need from treatment the therapeutic relationship is collaborative so the twoof you will be working together as a team. During your sessions,the goal is for you to feel comfortable giving feedback about what is working and what is not working in your sessions. When you express your needs to your therapist then the two of you will discuss the best ways to get those needs met in order to maximize the effectiveness of your sessions."
"Is it normal for people to cry during therapy, or is it just me?","Its more than just normal, its expected! Quite honestly, there are a very few days where at least one client hasnt cried during therapy throughout the day.IJP"
What are the basic skills a good counselor needs to have?,"1 An awareness of their own incompetence and inexperience with events in your life2 An awareness of how the body, mind, emotions, spirit, and others all intertwine and activate one another3 How to work to use these connections to have you improve your experience...Oh yeah, and theres some listening in there, as well"
What are some difficulties that a counselor can encounter when dealing with a client?,"Dang right! Heh heh, and correct me if Im wrong... and, if we are truly professionals, we should be able to handle even the most bumptious of folks, now shouldnt we? Its like a mechanic who knows his way around every inch of an engine... hell know what to do... heh heh heh..."
Does counseling really do anything that can help people?,"Yes, Counseling provides an area for people to speak to an unbiased professional about their concerns to address their unique needs. While length of time varies, counseling is a process and can be done from as little as one session to multiple sessions. Counseling provide a safe, nonjudgmental, empathetic atmosphere from a professional helper provide the service"
How does a person start the counseling process?,"Hello,There are many ways to approach a counselor and starting the process, however they all start with picking up the phone. Its most definitely an uncomfortable feeling, but once that first step is taken it is often met with a wave of relief.My recommendation is always to call and speak with a therapist over the phone before scheduling an appointment. Listening to how they converse, use their tone and inflection, may give you a brief insight to how they will respond to you and increase your comfort right away. You may also discover, rather quickly, that this therapist is not the right match for you.Regardless of how you go about it, I like to remind all people who call, email, text or walkin, therapists are a bit like pizzas if you dont like the toppings, send it back! There are hundreds of therapists offering all kinds of styles of therapy take the time to pick one that suits you."
"After first meeting the client, what is the process that a counselor facilitates?","For me, I want a client to feel like I understand what brings them to seek help from me. So I might explore both their present circumstances, as well as their history, and try to start making some connections between the two, but so that the both of us can understand what is taking place. Not every therapist goes into history in the same way, either. The way the therapist practices will often inform the ways in which they collect and look at data.However, above all, my goal, especially in the beginning of therapy, is to work on developing a working rapport with any client. Most research states that the quality of the relationship, rather than modality of therapy, indicates success rates. One of the most essential components of rapport is that someone feels heard, attuned to, and understood."
"My wife and mother are having tense disagreements. In the past, theyve had minor differences. For example, my wife would complain to me my mother is too overbearing my mother would complain my wife is lazy.However, its intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?","What you are describing is something psychologists have termed triangulation which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been triangulated by your wife and mother.This is often seen in families. Its seen everywhere. How many times have you had a problem with someone but you didnt go to them to tell them, you went to someone else to complain? It is usually difficult for a person to confront another, especially in relationships where there is a power differential. For example, I bet its easier to complain to a coworker about your boss rather than go to the boss with your complaint.Im not saying triangulation is always a bad thing. Sometimes a third party mediator is needed to help solve problems between two people who disagree. Thats what therapists do every day! Sometimes just getting someone elses perspective can help you see the issue clearer. However, in your situation it sounds like this is becoming a problem. You are stuck in the middle between two people that love you and that you love.If you want to put a stop to this triangulation, you will need to encourage the two of them to talk to each other and work out their differences. Perhaps it was a simple misunderstanding that some open communication can clear up. Even if they really dont like each other and cant get along, your relationship with the both of them is going to continue to deteriorate the longer you are stuck in the middle.Try to understand what might be the feelings behind their behavior. It is possible that they may both feel threatened by the other. These are the two most important women in your life and they both know it. Your mother may be afraid that she will lose you if she confronts your wife. I heard one motherinlaw describe her sons wife as the gateway to her son. The wife has the power to dictate when and how often the mother gets to see her son. The wife also is the gateway to the grandchildren. If your wife doesnt like her motherinlaw she can severely hamper or damage her motherinlaws relationship with you and any children you two may have. From your wifes viewpoint, this is the woman that she may feel like she can never live up to. If you regularly praise your moms cooking, her housework, gardening, or anything else your wife may feel that you are putting down her own efforts in these areas and can feel unappreciated. This can be especially difficult if your wife and mother are nothing alike. I am not saying that this is the case with your familys situation. These are just a few examples from other families in a similar situation as yours.Regardless of what the cause is, if this dysfunctional pattern is allowed to continue, your mom and your wife will begin to get upset with you when you dont agree with them. They will get upset if you dont align yourself with them against the other. They will be offended when it seems like you are choosing the other ones side or that you are not standing up for them like they think you should. In worst cases, if it continues to escalate you may even find yourself in the impossible position of having to choose between your wife and your mother which may mean cutting off contact with the other, ending that relationship. Change the dynamics before it spirals even further."
